instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.129195154000627,None,space,0.23123503899842035,7.129195154000627,None,,001,2020_Feb_17_1956,demo,3.2.4,60.9651824796031,
