7.1652 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
7.8632 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x131d0f898>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x132c14320>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.8633 	EXP 	window1: recordFrameIntervals = False
8.0288 	EXP 	window1: recordFrameIntervals = True
8.2123 	EXP 	window1: recordFrameIntervals = False
8.7115 	EXP 	Created instructions_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='instructions_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Welcome!', units='height', win=Window(...), wrapWidth=1)
8.7799 	EXP 	Created show_condition_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='show_condition_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
8.7979 	EXP 	instructions_text: autoDraw = True
9.2676 	EXP 	Imported csvs/noise_conditions.csv as conditions, 4 conditions, 1 params
9.2679 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
9.2681 	EXP 	New trial (rep=0, index=0): OrderedDict([('condition', 1)])
9.2705 	EXP 	Imported csvs/condition_1_wlists_indices.csv as conditions, 8 conditions, 1 params
9.2708 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
9.2710 	EXP 	New trial (rep=0, index=0): OrderedDict([('wlist_index', 17)])
9.2734 	EXP 	Imported csvs/17.csv as conditions, 10 conditions, 1 params
9.2736 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
9.2738 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', 'scott')])
9.2905 	DATA 	Keypress: space
9.3117 	EXP 	instructions_text: autoDraw = False
9.3117 	EXP 	show_condition_text: text = 'scott'
9.3117 	EXP 	show_condition_text: autoDraw = True
9.3123 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', 'map')])
9.3290 	EXP 	show_condition_text: autoDraw = False
9.3290 	EXP 	show_condition_text: text = 'map'
9.3290 	EXP 	show_condition_text: autoDraw = True
9.3295 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', 'penetration')])
9.3480 	EXP 	show_condition_text: autoDraw = False
9.3480 	EXP 	show_condition_text: text = 'penetration'
9.3480 	EXP 	show_condition_text: autoDraw = True
9.3485 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', 'adaptor')])
9.3645 	EXP 	show_condition_text: autoDraw = False
9.3645 	EXP 	show_condition_text: text = 'adaptor'
