instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.44340996099345,None,space,0.2580034819984576,10.44340996099345,None,,001,2020_Feb_25_1734,demo,3.2.4,60.014032002339896,
