5.9168 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
8.2305 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', 'cumshots')])
8.2485 	EXP 	show_condition_text: autoDraw = False
8.2485 	EXP 	show_condition_text: text = 'cumshots'
8.2485 	EXP 	show_condition_text: autoDraw = True
8.2489 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', 'cooking')])
8.2803 	EXP 	show_condition_text: autoDraw = False
8.2803 	EXP 	show_condition_text: text = 'cooking'
8.2803 	EXP 	show_condition_text: autoDraw = True
8.2809 	EXP 	New trial (rep=0, index=4): OrderedDict([('word', 'requests')])
8.2994 	EXP 	show_condition_text: autoDraw = False
8.2994 	EXP 	show_condition_text: text = 'requests'
8.2994 	EXP 	show_condition_text: autoDraw = True
8.2998 	EXP 	New trial (rep=0, index=5): OrderedDict([('word', 'acts')])
8.3137 	EXP 	show_condition_text: autoDraw = False
8.3137 	EXP 	show_condition_text: text = 'acts'
8.3137 	EXP 	show_condition_text: autoDraw = True
8.3141 	EXP 	New trial (rep=0, index=6): OrderedDict([('word', 'bacterial')])
8.3309 	EXP 	show_condition_text: autoDraw = False
8.3309 	EXP 	show_condition_text: text = 'bacterial'
8.3309 	EXP 	show_condition_text: autoDraw = True
8.3313 	EXP 	New trial (rep=0, index=7): OrderedDict([('word', 'services')])
8.3483 	EXP 	show_condition_text: autoDraw = False
8.3483 	EXP 	show_condition_text: text = 'services'
8.3483 	EXP 	show_condition_text: autoDraw = True
8.3632 	EXP 	show_condition_text: autoDraw = False
8.3632 	EXP 	show_condition_text: text = '****'
8.3632 	EXP 	show_condition_text: autoDraw = True
8.3798 	EXP 	show_condition_text: autoDraw = False
8.3967 	EXP 	show_condition_text: autoDraw = False
8.4129 	EXP 	show_condition_text: autoDraw = False
8.4301 	EXP 	show_condition_text: autoDraw = False
8.4465 	EXP 	show_condition_text: autoDraw = False
8.4631 	EXP 	show_condition_text: autoDraw = False
8.4796 	EXP 	show_condition_text: autoDraw = False
8.4968 	EXP 	show_condition_text: autoDraw = False
8.5136 	EXP 	show_condition_text: autoDraw = False
8.5303 	EXP 	show_condition_text: autoDraw = False
8.5464 	EXP 	show_condition_text: autoDraw = False
8.5637 	EXP 	show_condition_text: autoDraw = False
8.5802 	EXP 	show_condition_text: autoDraw = False
8.5965 	EXP 	show_condition_text: autoDraw = False
8.6130 	EXP 	show_condition_text: autoDraw = False
8.6305 	EXP 	show_condition_text: autoDraw = False
8.6470 	EXP 	show_condition_text: autoDraw = False
8.6637 	EXP 	show_condition_text: autoDraw = False
8.6803 	EXP 	show_condition_text: autoDraw = False
8.6971 	EXP 	show_condition_text: autoDraw = False
8.7134 	EXP 	show_condition_text: autoDraw = False
8.7303 	EXP 	show_condition_text: autoDraw = False
8.7471 	EXP 	show_condition_text: autoDraw = False
8.7638 	EXP 	show_condition_text: autoDraw = False
8.7805 	EXP 	show_condition_text: autoDraw = False
8.7971 	EXP 	show_condition_text: autoDraw = False
8.8139 	EXP 	show_condition_text: autoDraw = False
8.8306 	EXP 	show_condition_text: autoDraw = False
8.8460 	EXP 	show_condition_text: autoDraw = False
8.8637 	EXP 	show_condition_text: autoDraw = False
8.8800 	EXP 	show_condition_text: autoDraw = False
8.8969 	EXP 	show_condition_text: autoDraw = False
8.9133 	EXP 	show_condition_text: autoDraw = False
8.9308 	EXP 	show_condition_text: autoDraw = False
8.9465 	EXP 	show_condition_text: autoDraw = False
8.9638 	EXP 	show_condition_text: autoDraw = False
8.9803 	EXP 	show_condition_text: autoDraw = False
8.9967 	EXP 	show_condition_text: autoDraw = False
9.0135 	EXP 	show_condition_text: autoDraw = False
9.0303 	EXP 	show_condition_text: autoDraw = False
9.0470 	EXP 	show_condition_text: autoDraw = False
9.0637 	EXP 	show_condition_text: autoDraw = False
9.0805 	EXP 	show_condition_text: autoDraw = False
9.0970 	EXP 	show_condition_text: autoDraw = False
9.1137 	EXP 	show_condition_text: autoDraw = False
9.1306 	EXP 	show_condition_text: autoDraw = False
9.1471 	EXP 	show_condition_text: autoDraw = False
9.1628 	EXP 	show_condition_text: autoDraw = False
9.1803 	EXP 	show_condition_text: autoDraw = False
9.1968 	EXP 	show_condition_text: autoDraw = False
9.2137 	EXP 	show_condition_text: autoDraw = False
9.2303 	EXP 	show_condition_text: autoDraw = False
9.2466 	EXP 	show_condition_text: autoDraw = False
9.2635 	EXP 	show_condition_text: autoDraw = False
9.2800 	EXP 	show_condition_text: autoDraw = False
9.2963 	EXP 	show_condition_text: autoDraw = False
9.3138 	EXP 	show_condition_text: autoDraw = False
9.3303 	EXP 	show_condition_text: autoDraw = False
9.3473 	EXP 	show_condition_text: autoDraw = False
9.3638 	EXP 	show_condition_text: autoDraw = False
9.3801 	EXP 	show_condition_text: autoDraw = False
9.3973 	EXP 	show_condition_text: autoDraw = False
9.4141 	EXP 	show_condition_text: autoDraw = False
9.4299 	EXP 	show_condition_text: autoDraw = False
9.4473 	EXP 	show_condition_text: autoDraw = False
9.4640 	EXP 	show_condition_text: autoDraw = False
9.4798 	EXP 	show_condition_text: autoDraw = False
9.4973 	EXP 	show_condition_text: autoDraw = False
9.5139 	EXP 	show_condition_text: autoDraw = False
9.5304 	EXP 	show_condition_text: autoDraw = False
9.5471 	EXP 	show_condition_text: autoDraw = False
9.5636 	EXP 	show_condition_text: autoDraw = False
9.5799 	EXP 	show_condition_text: autoDraw = False
9.5965 	EXP 	show_condition_text: autoDraw = False
9.6132 	EXP 	show_condition_text: autoDraw = False
9.6307 	EXP 	show_condition_text: autoDraw = False
9.6467 	EXP 	show_condition_text: autoDraw = False
9.6638 	EXP 	show_condition_text: autoDraw = False
9.6806 	EXP 	show_condition_text: autoDraw = False
9.6974 	EXP 	show_condition_text: autoDraw = False
9.7133 	EXP 	show_condition_text: autoDraw = False
9.7304 	EXP 	show_condition_text: autoDraw = False
9.7471 	EXP 	show_condition_text: autoDraw = False
9.7631 	EXP 	show_condition_text: autoDraw = False
9.7799 	EXP 	show_condition_text: autoDraw = False
9.7966 	EXP 	show_condition_text: autoDraw = False
9.8135 	EXP 	show_condition_text: autoDraw = False
9.8306 	EXP 	show_condition_text: autoDraw = False
9.8469 	EXP 	show_condition_text: autoDraw = False
9.8630 	EXP 	show_condition_text: autoDraw = False
9.8807 	EXP 	show_condition_text: autoDraw = False
9.8972 	EXP 	show_condition_text: autoDraw = False
9.9139 	EXP 	show_condition_text: autoDraw = False
9.9297 	EXP 	show_condition_text: autoDraw = False
9.9467 	EXP 	show_condition_text: autoDraw = False
9.9640 	EXP 	show_condition_text: autoDraw = False
9.9803 	EXP 	show_condition_text: autoDraw = False
9.9963 	EXP 	show_condition_text: autoDraw = False
10.0002 	DATA 	Keypress: escape
10.0130 	EXP 	show_condition_text: autoDraw = False
10.0297 	EXP 	show_condition_text: autoDraw = False
10.0466 	EXP 	show_condition_text: autoDraw = False
10.0633 	EXP 	show_condition_text: autoDraw = False
10.0798 	EXP 	show_condition_text: autoDraw = False
10.0965 	EXP 	show_condition_text: autoDraw = False
10.1134 	EXP 	show_condition_text: autoDraw = False
10.1303 	EXP 	show_condition_text: autoDraw = False
10.1469 	EXP 	show_condition_text: autoDraw = False
10.1639 	EXP 	show_condition_text: autoDraw = False
10.1796 	EXP 	show_condition_text: autoDraw = False
10.4511 	EXP 	window1: mouseVisible = True
