instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.510573087001831,None,space,0.22966387899941765,6.510573087001831,None,,001,2020_Feb_17_2029,demo,3.2.4,60.059965912411826,
