4.9962 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
8.1144 	EXP 	show_condition_text: autoDraw = True
8.1314 	EXP 	show_condition_text: text = '****'
8.1314 	EXP 	show_condition_text: autoDraw = True
8.1478 	EXP 	show_condition_text: text = '****'
8.1478 	EXP 	show_condition_text: autoDraw = True
8.1650 	EXP 	show_condition_text: text = '****'
8.1650 	EXP 	show_condition_text: autoDraw = True
8.1815 	EXP 	show_condition_text: text = '****'
8.1815 	EXP 	show_condition_text: autoDraw = True
8.1982 	EXP 	show_condition_text: text = '****'
8.1982 	EXP 	show_condition_text: autoDraw = True
8.2152 	EXP 	show_condition_text: text = '****'
8.2152 	EXP 	show_condition_text: autoDraw = True
8.2184 	DATA 	Keypress: space
8.2315 	EXP 	show_condition_text: text = '****'
8.2315 	EXP 	show_condition_text: autoDraw = True
8.2479 	EXP 	show_condition_text: text = '****'
8.2479 	EXP 	show_condition_text: autoDraw = True
8.2648 	EXP 	show_condition_text: text = '****'
8.2648 	EXP 	show_condition_text: autoDraw = True
8.2814 	EXP 	show_condition_text: text = '****'
8.2814 	EXP 	show_condition_text: autoDraw = True
8.2982 	EXP 	show_condition_text: text = '****'
8.2982 	EXP 	show_condition_text: autoDraw = True
8.3146 	EXP 	show_condition_text: text = '****'
8.3146 	EXP 	show_condition_text: autoDraw = True
8.3311 	EXP 	New trial (rep=0, index=1): OrderedDict([('wlist_index', 9)])
8.3346 	EXP 	Imported csvs/9.csv as conditions, 6 conditions, 1 params
8.3350 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
8.3352 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', 'stuck')])
8.3509 	EXP 	show_condition_text: text = 'stuck'
9.3484 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', 'continuing')])
9.3539 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', 'plane')])
9.3588 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', 'sing')])
9.3620 	EXP 	New trial (rep=0, index=4): OrderedDict([('word', 'bitch')])
9.3676 	EXP 	New trial (rep=0, index=5): OrderedDict([('word', 'titled')])
9.3868 	EXP 	show_condition_text: autoDraw = False
9.3868 	EXP 	show_condition_text: text = 'continuing'
9.3868 	EXP 	show_condition_text: autoDraw = False
9.3868 	EXP 	show_condition_text: text = 'plane'
9.3868 	EXP 	show_condition_text: autoDraw = False
9.3868 	EXP 	show_condition_text: text = 'sing'
9.3868 	EXP 	show_condition_text: autoDraw = False
9.3868 	EXP 	show_condition_text: text = 'bitch'
9.3868 	EXP 	show_condition_text: autoDraw = False
9.3868 	EXP 	show_condition_text: text = 'titled'
9.3868 	EXP 	show_condition_text: autoDraw = False
9.3868 	EXP 	show_condition_text: text = '****'
9.3868 	EXP 	show_condition_text: autoDraw = True
9.4030 	EXP 	show_condition_text: text = '****'
9.4030 	EXP 	show_condition_text: autoDraw = True
9.4210 	EXP 	show_condition_text: text = '****'
9.4210 	EXP 	show_condition_text: autoDraw = True
9.4368 	EXP 	show_condition_text: text = '****'
9.4368 	EXP 	show_condition_text: autoDraw = True
9.4537 	EXP 	show_condition_text: text = '****'
9.4537 	EXP 	show_condition_text: autoDraw = True
9.4701 	EXP 	show_condition_text: text = '****'
9.4701 	EXP 	show_condition_text: autoDraw = True
9.4865 	EXP 	show_condition_text: text = '****'
9.4865 	EXP 	show_condition_text: autoDraw = True
9.5031 	EXP 	show_condition_text: text = '****'
9.5031 	EXP 	show_condition_text: autoDraw = True
9.5205 	EXP 	show_condition_text: text = '****'
9.5205 	EXP 	show_condition_text: autoDraw = True
9.5359 	EXP 	show_condition_text: text = '****'
9.5359 	EXP 	show_condition_text: autoDraw = True
9.5536 	EXP 	show_condition_text: text = '****'
9.5536 	EXP 	show_condition_text: autoDraw = True
9.5695 	EXP 	show_condition_text: text = '****'
9.5695 	EXP 	show_condition_text: autoDraw = True
9.5863 	EXP 	show_condition_text: text = '****'
9.5863 	EXP 	show_condition_text: autoDraw = True
9.6031 	EXP 	show_condition_text: text = '****'
9.6031 	EXP 	show_condition_text: autoDraw = True
9.6200 	EXP 	show_condition_text: text = '****'
9.6200 	EXP 	show_condition_text: autoDraw = True
9.6362 	EXP 	show_condition_text: text = '****'
9.6362 	EXP 	show_condition_text: autoDraw = True
9.6530 	EXP 	show_condition_text: text = '****'
9.6530 	EXP 	show_condition_text: autoDraw = True
9.6701 	EXP 	show_condition_text: text = '****'
9.6701 	EXP 	show_condition_text: autoDraw = True
9.6867 	EXP 	show_condition_text: text = '****'
9.6867 	EXP 	show_condition_text: autoDraw = True
9.6895 	DATA 	Keypress: space
9.7024 	EXP 	show_condition_text: text = '****'
9.7024 	EXP 	show_condition_text: autoDraw = True
9.7201 	EXP 	show_condition_text: text = '****'
9.7201 	EXP 	show_condition_text: autoDraw = True
9.7374 	EXP 	show_condition_text: text = '****'
9.7374 	EXP 	show_condition_text: autoDraw = True
9.7537 	EXP 	show_condition_text: text = '****'
9.7537 	EXP 	show_condition_text: autoDraw = True
9.7701 	EXP 	show_condition_text: text = '****'
9.7701 	EXP 	show_condition_text: autoDraw = True
9.7869 	EXP 	show_condition_text: text = '****'
9.7869 	EXP 	show_condition_text: autoDraw = True
9.8031 	EXP 	New trial (rep=0, index=2): OrderedDict([('wlist_index', 27)])
9.8061 	EXP 	Imported csvs/27.csv as conditions, 8 conditions, 1 params
9.8064 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
9.8066 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', 'ski')])
9.8225 	EXP 	show_condition_text: text = 'ski'
10.6404 	DATA 	Keypress: escape
11.0441 	EXP 	window1: mouseVisible = True
