instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.618337609001173,None,space,0.2917652239993913,8.618337609001173,None,,001,2020_Feb_17_2027,demo,3.2.4,59.87092260117795,
