instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.251398540000082,None,space,0.49606879700149875,11.251398540000082,None,,001,2020_Mar_04_1616,demo,3.2.4,60.0941166408317,
