5.0790 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
5.7538 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x13270b828>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x13363d320>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.7538 	EXP 	window1: recordFrameIntervals = False
5.9200 	EXP 	window1: recordFrameIntervals = True
6.1039 	EXP 	window1: recordFrameIntervals = False
6.5040 	EXP 	Created instructions_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='instructions_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Welcome!', units='height', win=Window(...), wrapWidth=1)
6.5562 	EXP 	Created show_condition_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='show_condition_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
6.5739 	EXP 	instructions_text: autoDraw = True
7.1089 	EXP 	Imported csvs/noise_conditions.csv as conditions, 4 conditions, 1 params
7.1092 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
7.1094 	EXP 	New trial (rep=0, index=0): OrderedDict([('condition', 4)])
7.1120 	EXP 	Imported csvs/condition_4_wlists_indices.csv as conditions, 8 conditions, 1 params
7.1124 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
7.1126 	EXP 	New trial (rep=0, index=0): OrderedDict([('wlist_index', 7)])
7.1151 	EXP 	Imported csvs/7.csv as conditions, 9 conditions, 1 params
7.1154 	EXP 	Created sequence: random, trialTypes=9, nReps=1, seed=None
7.1156 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', 'bubble')])
7.1322 	DATA 	Keypress: space
7.1523 	EXP 	instructions_text: autoDraw = False
7.1523 	EXP 	show_condition_text: text = 'bubble'
7.1523 	EXP 	show_condition_text: autoDraw = True
8.1366 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', 'self')])
8.1532 	EXP 	show_condition_text: autoDraw = False
8.1532 	EXP 	show_condition_text: autoDraw = False
8.1532 	EXP 	show_condition_text: text = 'self'
8.1532 	EXP 	show_condition_text: autoDraw = True
9.1368 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', 'actual')])
9.1536 	EXP 	show_condition_text: autoDraw = False
9.1536 	EXP 	show_condition_text: autoDraw = False
9.1536 	EXP 	show_condition_text: text = 'actual'
9.1536 	EXP 	show_condition_text: autoDraw = True
10.1401 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', 'enquiry')])
10.1721 	EXP 	show_condition_text: autoDraw = False
10.1721 	EXP 	show_condition_text: autoDraw = False
10.1721 	EXP 	show_condition_text: text = 'enquiry'
10.1721 	EXP 	show_condition_text: autoDraw = True
11.1557 	EXP 	New trial (rep=0, index=4): OrderedDict([('word', 'secure')])
11.1721 	EXP 	show_condition_text: autoDraw = False
11.1721 	EXP 	show_condition_text: autoDraw = False
11.1721 	EXP 	show_condition_text: text = 'secure'
