instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.872164383996278,None,space,0.5374297149974154,10.872164383996278,None,,001,2020_Feb_25_1950,demo,3.2.4,60.1878904623111,
