instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.201856629999384,None,space,0.3029717259996687,8.201856629999384,None,,001,2020_Feb_17_1951,demo,3.2.4,59.9709583439826,
