instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.262786856001185,None,space,0.5862770029998501,7.262786856001185,None,,001,2020_Feb_17_2029,demo,3.2.4,59.70416122450865,
