instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.528527079000014,None,space,0.45309791299996505,6.528527079000014,None,,001,2020_Feb_15_1735,demo,3.2.4,60.281893081968214,
