instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.672073638001166,None,space,0.2536958649980079,9.672073638001166,None,,001,2020_Feb_17_2026,demo,3.2.4,59.829603255900324,
