instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.400131207999948,None,space,0.2237704709987156,9.400131207999948,None,,001,2020_Feb_17_2015,demo,3.2.4,60.10088354046519,
