instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.208629664997716,None,space,0.5774623910001537,12.208629664997716,None,,001,2020_Feb_15_1657,demo,3.2.4,60.01707989973393,
