instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.248403627992957,None,space,0.4150109199981671,12.248403627992957,None,,001,2020_Feb_25_1751,demo,3.2.4,59.9386247672812,
