instructions_text.started,instructions_text.stopped,instructions_keyresp.keys,instructions_keyresp.rt,instructions_keyresp.started,instructions_keyresp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.026372871987405,None,space,0.32863389200065285,14.026372871987405,None,,001,2020_Feb_25_1756,demo,3.2.4,60.746670371765596,
