"","Word","Length","LgSUBTLWF","Ortho_N","Phono_N","NPhon","NSyll","Dom_PoS_SUBTLEX"
"143","bill",4,3.78,16,34,3,1,"Name"
"144","bills",5,3.04,10,27,4,1,"Noun"
"145","bird",4,3.37,3,29,3,1,"Noun"
"146","birds",5,3.12,2,11,4,1,"Noun"
"147","birth",5,3.15,4,18,3,1,"Noun"
"148","birthday",8,3.7,0,0,5,2,"Noun"
"149","bit",3,4.08,16,36,3,1,"Noun"
"150","bitch",5,3.94,9,22,3,1,"Noun"
"151","bite",4,3.32,10,37,3,1,"Verb"
"152","black",5,3.93,4,8,4,1,"Adjective"
"153","blame",5,3.48,5,5,4,1,"Verb"
"154","bless",5,3.25,2,4,4,1,"Verb"
"155","blew",4,3.21,5,11,3,1,"Verb"
"156","blind",5,3.37,4,5,5,1,"Adjective"
"157","block",5,3.32,3,8,4,1,"Noun"
"158","blood",5,3.98,4,7,4,1,"Noun"
"159","bloody",6,3.29,2,0,5,2,"Adjective"
"160","blow",4,3.7,8,10,3,1,"Verb"
"161","blue",4,3.72,4,11,3,1,"Adjective"
"162","board",5,3.51,2,25,4,1,"Noun"
"163","boat",4,3.69,9,31,3,1,"Noun"
"164","bob",3,3.67,16,21,3,1,"Name"
"165","bodies",6,3.23,2,3,5,2,"Noun"
"166","body",4,4,4,16,4,2,"Noun"
"167","bomb",4,3.44,4,17,3,1,"Noun"
"168","bond",4,3.2,9,17,4,1,"Name"
"169","bone",4,3.12,14,31,3,1,"Noun"
"170","bones",5,3.19,10,18,4,1,"Noun"
"171","book",4,3.96,13,20,3,1,"Noun"
"172","books",5,3.54,6,14,4,1,"Noun"
"173","boom",4,3.05,10,18,3,1,"Noun"
"174","booth",5,3.02,4,15,3,1,"Noun"
"175","bored",5,3.01,5,25,4,1,"Adjective"
"176","boring",6,3.15,4,10,5,2,"Adjective"
"177","born",4,3.63,11,17,4,1,"Verb"
"178","borrow",6,3.17,4,11,4,2,"Verb"
"179","boss",4,3.8,9,13,3,1,"Noun"
"180","both",4,4.18,4,14,3,1,"Determiner"
"181","bother",6,3.54,1,3,4,2,"Verb"
"182","bottle",6,3.41,2,10,4,2,"Noun"
"183","bottom",6,3.41,0,1,5,2,"Noun"
"184","bought",6,3.64,4,30,3,1,"Verb"
"185","bow",3,3.01,18,35,2,1,"Noun"
"186","bowl",4,3.04,9,35,3,1,"Noun"
"187","box",3,3.66,10,16,4,1,"Noun"
"188","boy",3,4.43,15,17,2,1,"Noun"
"189","boys",4,4.06,7,17,3,1,"Noun"
"190","brain",5,3.59,6,16,4,1,"Noun"
"191","brains",6,3.15,5,10,5,1,"Noun"
"192","brave",5,3.21,5,9,4,1,"Adjective"
"193","bread",5,3.16,5,15,4,1,"Noun"
"194","break",5,4.05,5,11,4,1,"Verb"
"195","breath",6,3.36,2,4,4,1,"Noun"
"196","breathe",7,3.39,3,5,4,1,"Verb"
"197","bride",5,3.09,3,17,4,1,"Noun"
"198","bridge",6,3.37,2,6,4,1,"Noun"
"199","bright",6,3.36,3,11,4,1,"Adjective"
"200","bring",5,4.22,4,9,4,1,"Verb"
"201","brings",6,3.25,2,2,5,1,"Verb"
"202","broke",5,3.73,2,9,4,1,"Verb"
"203","brother",7,4.16,1,1,5,2,"Noun"
"204","brought",7,3.94,2,9,4,1,"Verb"
"205","brown",5,3.49,7,9,4,1,"Name"
"206","buck",4,3.24,11,27,3,1,"Noun"
"207","bucks",5,3.46,5,12,4,1,"Noun"
"208","bud",3,3.26,13,25,3,1,"Name"
"209","buddy",5,3.72,2,13,4,2,"Noun"
"210","bug",3,3.03,17,26,3,1,"Noun"
"211","build",5,3.39,2,21,4,1,"Verb"
"212","built",5,3.32,3,21,4,1,"Verb"
"213","bull",4,3.15,15,18,3,1,"Noun"
"214","bullet",6,3.29,3,2,5,2,"Noun"
"215","bunch",5,3.48,6,8,4,1,"Noun"
"216","buried",6,3.24,3,4,5,2,"Verb"
"217","burn",4,3.45,9,24,3,1,"Verb"
"218","burned",6,3.16,3,13,4,1,"Verb"
"219","burning",7,3.19,1,6,5,2,"Verb"
"220","burns",5,3.07,4,15,4,1,"Name"
"221","bury",4,3.02,9,20,4,2,"Verb"
"222","bus",3,3.58,8,20,3,1,"Noun"
"223","bust",4,3.15,14,18,4,1,"Verb"
"224","busy",4,3.74,4,4,4,2,"Adjective"
"226","butt",4,3.29,5,31,3,1,"Noun"
"227","butter",6,3.02,11,18,4,2,"Noun"
"228","button",6,3.16,1,5,4,2,"Noun"
"229","buy",3,3.99,9,33,2,1,"Verb"
"230","buying",6,3.23,1,11,4,2,"Verb"
"231","by",2,4.83,2,33,2,1,"Preposition"
"233","cab",3,3.26,15,21,3,1,"Noun"
"234","cabin",5,3,0,0,5,2,"Noun"
"235","cable",5,3.04,4,7,4,2,"Noun"
"236","cage",4,3.01,13,15,3,1,"Noun"
"237","cake",4,3.36,18,24,3,1,"Noun"
"238","call",4,4.64,13,31,3,1,"Verb"
"239","called",6,4.24,6,16,4,1,"Verb"
"240","calling",7,3.8,3,10,5,2,"Verb"
"241","calls",5,3.61,6,18,4,1,"Noun"
"242","calm",4,3.66,4,18,3,1,"Verb"
"243","came",4,4.37,18,22,3,1,"Verb"
"244","camera",6,3.46,0,0,5,2,"Noun"
"245","camp",4,3.42,8,8,4,1,"Noun"
"246","can",3,5.43,15,27,3,1,"Verb"
"247","cancer",6,3.06,5,5,5,2,"Noun"
"248","candy",5,3.26,6,10,5,2,"Noun"
"250","car",3,4.39,15,21,3,1,"Noun"
"251","card",4,3.64,12,24,4,1,"Noun"
"252","cards",5,3.39,8,8,5,1,"Noun"
"253","care",4,4.39,24,27,3,1,"Verb"
"254","career",6,3.36,3,0,5,2,"Noun"
"255","careful",7,3.74,0,0,5,2,"Adjective"
"256","cares",5,3.31,17,24,4,1,"Verb"
"257","carol",5,3.17,1,8,5,2,"Name"
"258","carried",7,3.01,5,5,5,2,"Verb"
"259","carry",5,3.53,7,16,4,2,"Verb"
"260","cars",4,3.37,16,15,4,1,"Noun"
"261","case",4,4.16,14,21,3,1,"Noun"
"262","cases",5,3.16,13,11,5,2,"Noun"
"263","cash",4,3.57,12,20,3,1,"Noun"
"264","cast",4,3.07,14,21,4,1,"Verb"
"265","castle",6,3.04,1,10,4,2,"Noun"
"266","cat",3,3.53,18,32,3,1,"Noun"
"267","catch",5,3.84,6,19,3,1,"Verb"
"268","cats",4,3,13,14,4,1,"Noun"
"269","caught",6,3.68,2,23,3,1,"Verb"
"270","cause",5,4.2,1,16,3,1,"Noun"
"271","caused",6,3.12,2,5,4,1,"Verb"
"272","cell",4,3.44,11,25,3,1,"Noun"
"273","center",6,3.37,1,13,5,2,"Noun"
"274","cents",5,3.05,3,5,5,1,"Noun"
"275","certain",7,3.64,2,4,4,2,"Adjective"
"276","chain",5,3.03,1,28,3,1,"Noun"
"277","chair",5,3.4,3,27,3,1,"Noun"
"278","chance",6,4.09,2,5,4,1,"Noun"
"279","change",6,4.09,2,2,4,1,"Verb"
"280","changed",7,3.71,5,1,5,1,"Verb"
"281","channel",7,3.1,1,5,4,2,"Noun"
"282","charge",6,3.66,1,7,4,1,"Noun"
"283","chase",5,3.22,5,13,3,1,"Noun"
"284","cheap",5,3.27,2,19,3,1,"Adjective"
"285","check",5,4.15,4,16,3,1,"Verb"
"286","checked",7,3.38,1,9,4,1,"Verb"
"287","checking",8,3.22,0,5,5,2,"Verb"
"289","cheese",6,3.3,0,24,3,1,"Noun"
"290","chest",5,3.32,3,17,4,1,"Noun"
"291","chick",5,3.13,6,24,3,1,"Noun"
"292","chicken",7,3.5,1,2,5,2,"Noun"
"293","chief",5,3.6,1,12,3,1,"Noun"
"294","child",5,3.91,3,6,4,1,"Noun"
"295","chip",4,3.02,8,22,3,1,"Noun"
"296","choice",6,3.7,0,4,3,1,"Noun"
"297","choose",6,3.39,1,17,3,1,"Verb"
"298","chuck",5,3.04,6,17,3,1,"Verb"
"299","church",6,3.55,0,6,3,1,"Noun"
"300","circle",6,3.04,0,5,4,2,"Noun"
"301","city",4,3.94,2,12,4,2,"Noun"
"302","claim",5,3.11,1,5,4,1,"Verb"
"303","class",5,3.78,8,11,4,1,"Noun"
"304","clean",5,3.79,3,9,4,1,"Adjective"
"305","clear",5,3.94,2,8,4,1,"Adjective"
"306","clever",6,3.14,1,2,5,2,"Adjective"
"307","cliff",5,3.04,0,5,4,1,"Name"
"308","climb",5,3,1,5,4,1,"Verb"
"309","clock",5,3.48,8,13,4,1,"Noun"
"310","close",5,4.05,3,14,4,1,"Adjective"
"311","closed",6,3.44,3,1,5,1,"Verb"
"312","closer",6,3.37,4,1,5,2,"Adverb"
"313","clothes",7,3.71,1,14,4,1,"Noun"
"314","club",4,3.7,1,3,4,1,"Noun"
"315","coach",5,3.39,4,13,3,1,"Noun"
"316","coast",5,3.13,3,15,4,1,"Noun"
"317","coat",4,3.33,8,26,3,1,"Noun"
"318","code",4,3.43,14,30,3,1,"Noun"
"319","coffee",6,3.87,2,3,4,2,"Noun"
"320","cold",4,3.82,12,23,4,1,"Adjective"
"321","cole",4,3.17,16,35,3,1,"Name"
"322","college",7,3.64,1,3,5,2,"Noun"
"323","colonel",7,3.69,0,3,4,2,"Noun"
"324","color",5,3.3,1,9,4,2,"Noun"
"325","come",4,5.2,15,22,3,1,"Verb"
"326","comes",5,4.07,12,8,4,1,"Verb"
"327","coming",6,4.43,4,11,5,2,"Verb"
"328","common",6,3.36,0,2,5,2,"Adjective"
"329","cook",4,3.37,11,13,3,1,"Verb"
"330","cooking",7,3.12,5,4,5,2,"Noun"
"331","cool",4,4,9,21,3,1,"Adjective"
"332","cop",3,3.64,17,23,3,1,"Noun"
"333","cops",4,3.63,13,17,4,1,"Noun"
"334","copy",4,3.43,4,10,4,2,"Noun"
"335","corner",6,3.43,3,4,5,2,"Noun"
"336","cost",4,3.45,9,12,4,1,"Verb"
"337","couch",5,3.08,6,7,3,1,"Noun"
"338","could",5,4.92,2,13,3,1,"Verb"
"339","count",5,3.66,2,5,4,1,"Verb"
"340","county",6,3.24,2,4,5,2,"Noun"
"341","couple",6,4.06,0,4,4,2,"Noun"
"342","courage",7,3.08,0,1,5,2,"Noun"
"343","course",6,4.4,1,14,4,1,"Adverb"
"344","court",5,3.71,1,19,4,1,"Noun"
"345","cousin",6,3.4,0,2,4,2,"Noun"
"346","cover",5,3.68,10,5,4,2,"Verb"
"347","covered",7,3.21,2,4,5,2,"Verb"
"348","cow",3,3.11,18,15,2,1,"Noun"
"349","crack",5,3.22,6,16,4,1,"Noun"
"350","crane",5,3.23,5,13,4,1,"Name"
"351","crap",4,3.5,8,12,4,1,"Noun"
"352","crash",5,3.16,5,11,4,1,"Noun"
"353","crazy",5,4.14,1,1,5,2,"Adjective"
"354","cream",5,3.4,2,10,4,1,"Noun"
"355","create",6,3.11,1,2,5,2,"Verb"
"356","creature",8,3.04,0,3,5,2,"Noun"
"357","crew",4,3.38,5,13,3,1,"Noun"
"358","crime",5,3.56,5,11,4,1,"Noun"
"359","cross",5,3.45,4,3,4,1,"Verb"
"360","crowd",5,3.28,2,10,4,1,"Noun"
"361","cry",3,3.52,6,7,3,1,"Verb"
"362","crying",6,3.43,3,4,5,2,"Verb"
"363","cup",3,3.42,8,15,3,1,"Noun"
"364","cure",4,3.03,11,1,4,1,"Noun"
"365","cut",3,4.07,13,25,3,1,"Verb"
"366","cute",4,3.65,6,6,4,1,"Adjective"
"367","cutting",7,3.05,3,10,5,2,"Verb"
"368","dad",3,4.41,15,22,3,1,"Noun"
"369","daddy",5,3.98,3,17,4,2,"Noun"
"370","damage",6,3.23,0,0,5,2,"Noun"
"371","damn",4,4.16,5,24,3,1,"Adjective"
"372","dance",5,3.88,3,5,4,1,"Verb"
"373","danger",6,3.35,5,2,5,2,"Noun"
"374","dare",4,3.45,19,34,3,1,"Verb"
"375","dark",4,3.66,9,8,4,1,"Adjective"
"376","data",4,3.12,2,2,4,2,"Noun"
"377","date",4,3.86,17,25,3,1,"Noun"
"378","dating",6,3.23,6,11,5,2,"Verb"
"379","daughter",8,3.94,1,5,4,2,"Noun"
"380","dawn",4,3.11,7,23,3,1,"Noun"
"381","day",3,4.61,16,25,2,1,"Noun"
"382","days",4,4.19,8,28,3,1,"Noun"
"383","dead",4,4.36,10,23,3,1,"Adjective"
"384","deal",4,4.12,16,27,3,1,"Noun"
"385","dealing",7,3.16,3,8,5,2,"Verb"
"386","dean",4,3.3,9,26,3,1,"Name"
"388","death",5,4.04,1,9,3,1,"Noun"
"389","decent",6,3.16,4,1,5,2,"Adjective"
"390","decide",6,3.41,3,5,5,2,"Verb"
"391","deck",4,3.08,7,21,3,1,"Noun"
"392","deep",4,3.59,9,19,3,1,"Adjective"
"393","demon",5,3.2,1,5,5,2,"Noun"
"394","deny",4,3.04,4,2,4,2,"Verb"
"395","desert",6,3.15,0,0,5,2,"Noun"
"396","deserve",7,3.35,1,2,5,2,"Verb"
"397","desire",6,3.01,0,1,5,2,"Noun"
"398","desk",4,3.35,3,3,4,1,"Noun"
"399","detail",6,3,3,1,5,2,"Noun"
"400","devil",5,3.32,0,3,4,2,"Noun"
"401","did",3,5.08,13,21,3,1,"Verb"
"402","die",3,4.12,12,31,2,1,"Verb"
"403","died",4,3.9,8,29,3,1,"Verb"
"404","dies",4,3.1,10,29,3,1,"Verb"
"405","dig",3,3.37,14,19,3,1,"Verb"
"406","dinner",6,4.01,2,12,4,2,"Noun"
"407","dirt",4,3.12,3,14,3,1,"Noun"
"408","dirty",5,3.53,1,9,4,2,"Adjective"
"409","disease",7,3.13,0,2,5,2,"Noun"
"410","do",2,5.5,7,30,2,1,"Verb"
"411","doc",3,3.62,5,21,3,1,"Noun"
"412","doctor",6,4.13,0,0,5,2,"Noun"
"413","does",4,4.53,8,21,3,1,"Verb"
"414","dog",3,3.99,13,9,3,1,"Noun"
"415","dogs",4,3.43,8,6,4,1,"Noun"
"416","doing",5,4.72,2,6,4,2,"Verb"
"417","doll",4,3.1,11,13,3,1,"Noun"
"418","dollar",6,3.15,1,8,4,2,"Noun"
"419","dollars",7,3.6,1,5,5,2,"Noun"
