"","Word","Length","LgSUBTLWF","Ortho_N","Phono_N","NPhon","NSyll","Dom_PoS_SUBTLEX"
"420","done",4,4.39,17,35,3,1,"Verb"
"421","door",4,4.17,6,35,3,1,"Noun"
"422","doors",5,3.24,4,20,4,1,"Noun"
"423","double",6,3.5,1,5,4,2,"Adjective"
"424","doubt",5,3.51,0,15,3,1,"Verb"
"425","down",4,4.88,4,19,3,1,"Adverb"
"426","dozen",5,3.09,1,1,4,2,"Noun"
"427","drag",4,3.13,7,6,4,1,"Verb"
"428","drama",5,3.01,0,0,5,2,"Noun"
"429","draw",4,3.31,5,2,3,1,"Verb"
"430","dream",5,3.83,2,3,4,1,"Noun"
"431","dreams",6,3.52,3,5,5,1,"Noun"
"432","dress",5,3.65,3,4,4,1,"Noun"
"433","dressed",7,3.38,3,7,5,1,"Verb"
"434","drew",4,3.11,4,10,3,1,"Name"
"435","drink",5,4.1,3,4,5,1,"Noun"
"436","drive",5,3.89,1,7,4,1,"Verb"
"437","driver",6,3.38,3,1,5,2,"Noun"
"438","drop",4,3.82,3,5,4,1,"Verb"
"439","dropped",7,3.4,5,7,5,1,"Verb"
"440","drove",5,3.17,5,4,4,1,"Verb"
"441","drug",4,3.36,3,4,4,1,"Noun"
"442","drugs",5,3.39,2,4,5,1,"Noun"
"443","drunk",5,3.59,3,3,5,1,"Adjective"
"444","dry",3,3.34,6,7,3,1,"Adjective"
"445","duck",4,3.1,11,25,3,1,"Noun"
"446","dude",4,3.71,7,29,3,1,"Noun"
"447","due",3,3.36,12,30,2,1,"Adjective"
"448","duke",4,3.11,7,17,3,1,"Noun"
"449","dumb",4,3.38,2,31,3,1,"Adjective"
"450","dump",4,3.17,8,10,4,1,"Verb"
"451","during",6,3.59,3,4,5,2,"Preposition"
"452","dust",4,3.09,10,11,4,1,"Noun"
"453","duty",4,3.42,1,11,4,2,"Noun"
"454","dying",5,3.53,4,6,4,2,"Verb"
"455","each",4,4.11,2,7,2,1,"Pronoun"
"456","ear",3,3.21,11,19,2,1,"Noun"
"457","earl",4,3.02,3,18,2,1,"Noun"
"458","earlier",7,3.3,0,0,4,2,"Adverb"
"459","early",5,3.74,0,8,3,2,"Adverb"
"460","ears",4,3.23,10,11,3,1,"Noun"
"461","earth",5,3.71,0,7,2,1,"Noun"
"462","easier",6,3.3,1,0,4,2,"Adjective"
"463","east",4,3.4,10,3,3,1,"Noun"
"464","easy",4,4.13,2,3,3,2,"Adjective"
"465","eat",3,4.11,11,12,2,1,"Verb"
"466","eating",6,3.49,5,5,4,2,"Verb"
"467","edge",4,3.08,1,9,2,1,"Noun"
"468","effect",6,3.09,1,4,5,2,"Noun"
"469","egg",3,3.12,1,7,2,1,"Noun"
"470","eggs",4,3.29,0,5,3,1,"Noun"
"471","eight",5,3.7,7,17,2,1,"Number"
"472","either",6,3.97,3,3,3,2,"Adverb"
"473","else",4,4.36,1,3,3,1,"Adverb"
"474","empty",5,3.38,0,0,5,2,"Adjective"
"475","end",3,4.13,1,8,3,1,"Noun"
"476","ended",5,3.18,0,1,5,2,"Verb"
"477","ends",4,3.19,0,0,4,1,"Verb"
"478","engine",6,3.21,0,0,5,2,"Noun"
"479","enjoy",5,3.63,1,1,4,2,"Verb"
"480","enough",6,4.41,0,1,4,2,"Adverb"
"481","enter",5,3.18,1,2,4,2,"Verb"
"482","entire",6,3.61,1,1,5,2,"Adjective"
"483","escape",6,3.35,0,0,5,2,"Verb"
"484","estate",6,3.03,0,0,5,2,"Noun"
"485","eve",3,3.16,3,6,2,1,"Name"
"486","even",4,4.65,3,4,3,2,"Adverb"
"487","evening",7,3.79,0,0,5,2,"Noun"
"488","event",5,3.13,0,0,5,2,"Noun"
"489","ever",4,4.56,2,2,3,2,"Adverb"
"491","evil",4,3.57,0,4,3,2,"Adjective"
"492","eyes",4,4.05,2,17,2,1,"Noun"
"493","face",4,4.17,11,20,3,1,"Noun"
"494","faces",5,3.13,8,10,5,2,"Noun"
"495","fact",4,3.94,5,11,4,1,"Noun"
"496","facts",5,3.14,1,1,5,1,"Noun"
"497","fail",4,3.1,15,48,3,1,"Verb"
"498","failed",6,3.17,8,20,4,1,"Verb"
"499","failure",7,3.01,0,0,5,2,"Noun"
"500","fair",4,3.68,5,29,3,1,"Adjective"
"501","faith",5,3.37,0,11,3,1,"Noun"
"502","fake",4,3.27,15,21,3,1,"Adjective"
"503","fall",4,3.78,12,35,3,1,"Verb"
"504","falling",7,3.26,4,12,5,2,"Verb"
"505","falls",5,3.11,7,22,4,1,"Verb"
"506","famous",6,3.36,0,0,5,2,"Adjective"
"507","fan",3,3.25,14,26,3,1,"Noun"
"508","fancy",5,3.25,2,2,5,2,"Adjective"
"509","far",3,4.05,16,17,3,1,"Adverb"
"510","farm",4,3.19,6,5,4,1,"Noun"
"511","fast",4,3.85,11,19,4,1,"Adverb"
"512","faster",6,3.35,9,9,5,2,"Adverb"
"513","fat",3,3.61,15,25,3,1,"Adjective"
"514","fate",4,3.14,17,31,3,1,"Noun"
"515","father",6,4.45,4,4,4,2,"Noun"
"516","fault",5,3.73,2,9,4,1,"Noun"
"517","favor",5,3.56,1,8,4,2,"Noun"
"518","fear",4,3.55,12,40,3,1,"Noun"
"519","feed",4,3.34,14,26,3,1,"Verb"
"520","feel",4,4.5,9,35,3,1,"Verb"
"521","feeling",7,3.93,4,15,5,2,"Verb"
"522","feels",5,3.55,5,19,4,1,"Verb"
"523","feet",4,3.79,8,22,3,1,"Noun"
"524","fell",4,3.57,13,29,3,1,"Verb"
"525","fella",5,3.23,0,4,4,2,"Noun"
"526","fellas",6,3.3,0,2,5,2,"Noun"
"527","fellow",6,3.48,5,12,4,2,"Noun"
"528","felt",4,3.79,8,11,4,1,"Verb"
"529","female",6,3.21,0,0,5,2,"Adjective"
"530","fever",5,3.01,4,8,4,2,"Noun"
"531","few",3,4.19,10,12,3,1,"Determiner"
"532","field",5,3.55,3,20,4,1,"Noun"
"533","fight",5,4.01,7,28,3,1,"Verb"
"534","fighting",8,3.56,2,16,5,2,"Verb"
"535","figure",6,3.82,0,0,5,2,"Verb"
"536","file",4,3.35,14,29,3,1,"Noun"
"537","files",5,3.13,10,18,4,1,"Noun"
"538","fill",4,3.35,15,33,3,1,"Verb"
"539","filled",6,3.14,8,25,4,1,"Verb"
"540","film",4,3.52,3,6,4,1,"Noun"
"541","final",5,3.4,0,7,4,2,"Adjective"
"542","find",4,4.63,13,24,4,1,"Verb"
"543","finds",5,3.17,8,8,5,1,"Verb"
"544","fine",4,4.48,16,27,3,1,"Adjective"
"545","finger",6,3.27,6,1,5,2,"Noun"
"546","finish",6,3.7,0,2,5,2,"Verb"
"547","fire",4,4.04,13,21,3,1,"Noun"
"548","fired",5,3.5,9,11,4,1,"Verb"
"549","firm",4,3.26,4,12,3,1,"Noun"
"550","first",5,4.63,0,11,4,1,"Number"
"551","fish",4,3.63,4,12,3,1,"Noun"
"552","fishing",7,3.08,1,4,5,2,"Noun"
"553","fit",3,3.47,14,28,3,1,"Verb"
"554","five",4,4.16,9,9,3,1,"Number"
"555","fix",3,3.65,9,15,4,1,"Verb"
"556","fixed",5,3.22,4,1,5,1,"Verb"
"557","flat",4,3.13,11,12,4,1,"Noun"
"558","flesh",5,3.05,3,8,4,1,"Noun"
"559","flight",6,3.48,5,15,4,1,"Noun"
"560","floor",5,3.71,2,6,4,1,"Noun"
"561","flower",6,3.07,4,4,4,1,"Noun"
"562","flowers",7,3.39,2,6,5,1,"Noun"
"563","fly",3,3.64,4,13,3,1,"Verb"
"564","flying",6,3.41,0,2,5,2,"Verb"
"565","focus",5,3.18,1,1,5,2,"Verb"
"566","folks",5,3.59,2,9,4,1,"Noun"
"567","follow",6,3.8,3,7,4,2,"Verb"
"568","followed",8,3.24,1,4,5,2,"Verb"
"569","food",4,3.9,9,18,3,1,"Noun"
"570","fool",4,3.66,10,24,3,1,"Noun"
"571","foot",4,3.52,11,10,3,1,"Noun"
"572","for",3,5.55,7,32,3,1,"Preposition"
"573","force",5,3.56,3,19,4,1,"Noun"
"574","forced",6,3.13,4,4,5,1,"Verb"
"575","foreign",7,3.06,0,4,5,2,"Adjective"
"576","forget",6,4.15,2,1,5,2,"Verb"
"577","forgive",7,3.59,1,1,5,2,"Verb"
"578","forgot",6,3.7,1,1,5,2,"Verb"
"579","form",4,3.34,10,13,4,1,"Noun"
"580","fought",6,3.13,3,22,3,1,"Verb"
"581","found",5,4.31,7,21,4,1,"Verb"
"582","four",4,4.12,7,32,3,1,"Number"
"583","fourth",6,3.13,0,9,4,1,"Number"
"584","fox",3,3.04,6,12,4,1,"Name"
"585","frank",5,3.91,5,5,5,1,"Name"
"586","freak",5,3.27,3,10,4,1,"Noun"
"587","free",4,3.96,4,11,3,1,"Adjective"
"588","freeze",6,3.22,2,14,4,1,"Verb"
"589","fresh",5,3.44,1,4,4,1,"Adjective"
"590","friend",6,4.33,0,4,5,1,"Noun"
"591","from",4,5.02,2,4,4,1,"Preposition"
"592","front",5,3.97,2,2,5,1,"Preposition"
"593","fruit",5,3.04,0,6,4,1,"Noun"
"594","full",4,3.93,14,17,3,1,"Adjective"
"595","fun",3,4.08,11,28,3,1,"Noun"
"596","funny",5,4.05,6,14,4,2,"Adjective"
"597","further",7,3.43,1,4,4,2,"Adverb"
"598","future",6,3.72,1,0,5,2,"Noun"
"599","game",4,4.08,13,19,3,1,"Noun"
"600","games",5,3.36,6,6,4,1,"Noun"
"601","gang",4,3.19,8,15,3,1,"Noun"
"602","garage",6,3.14,0,1,5,2,"Noun"
"603","garden",6,3.13,2,5,5,2,"Noun"
"604","gas",3,3.54,8,16,3,1,"Noun"
"605","gate",4,3.21,16,26,3,1,"Noun"
"606","gave",4,4.09,14,20,3,1,"Verb"
"607","gay",3,3.48,17,20,2,1,"Adjective"
"608","get",3,5.37,14,18,3,1,"Verb"
"609","gets",4,4.06,9,13,4,1,"Verb"
"610","getting",7,4.39,7,14,5,2,"Verb"
"611","ghost",5,3.27,0,12,4,1,"Noun"
"612","giant",5,3.14,1,0,5,1,"Adjective"
"613","gift",4,3.52,5,8,4,1,"Noun"
"614","girl",4,4.45,2,15,3,1,"Noun"
"615","girls",5,4.03,0,6,4,1,"Noun"
"616","give",4,4.78,7,6,3,1,"Verb"
"617","given",5,3.69,2,2,4,2,"Verb"
"618","gives",5,3.52,8,4,4,1,"Verb"
"619","giving",6,3.75,3,3,5,2,"Verb"
"620","glad",4,3.94,3,8,4,1,"Adjective"
"621","glass",5,3.49,3,5,4,1,"Noun"
"622","glory",5,3.04,0,0,5,2,"Noun"
"623","go",2,5.29,7,28,2,1,"Verb"
"624","god",3,4.66,9,18,3,1,"Name"
"625","gods",4,3.04,5,9,4,1,"Noun"
"626","goes",4,4.04,6,23,3,1,"Verb"
"627","going",5,5.03,1,5,4,2,"Verb"
"628","gold",4,3.61,11,19,4,1,"Noun"
"629","golden",6,3.07,0,0,5,2,"Adjective"
"630","golf",4,3.11,4,2,4,1,"Noun"
"631","gone",4,4.18,11,19,3,1,"Verb"
"633","good",4,5.12,8,10,3,1,"Adjective"
"636","got",3,5.23,14,23,3,1,"Verb"
"638","gotten",6,3.44,1,2,4,2,"Verb"
"639","grab",4,3.56,7,7,4,1,"Verb"
"640","grace",5,3.33,8,19,4,1,"Name"
"641","grade",5,3.17,8,18,4,1,"Noun"
"642","grand",5,3.51,4,9,5,1,"Adjective"
"643","grant",5,3.22,4,6,5,1,"Name"
"644","grave",5,3.13,9,16,4,1,"Noun"
"645","gray",4,3.03,8,9,3,1,"Adjective"
"646","great",5,4.62,3,19,4,1,"Adjective"
"647","green",5,3.57,4,15,4,1,"Adjective"
"648","grew",4,3.17,6,12,3,1,"Verb"
"649","ground",6,3.57,1,9,5,1,"Noun"
"650","group",5,3.58,1,10,4,1,"Noun"
"651","grow",4,3.48,5,8,3,1,"Verb"
"652","growing",7,3.18,3,5,5,2,"Verb"
"653","grown",5,3.11,8,16,4,1,"Verb"
"654","guard",5,3.47,0,15,4,1,"Noun"
"655","guards",6,3.09,0,6,5,1,"Noun"
"656","guess",5,4.36,1,12,3,1,"Verb"
"657","guest",5,3.31,2,16,4,1,"Noun"
"658","guests",6,3.12,0,9,5,1,"Noun"
"659","guilty",6,3.5,0,0,5,2,"Adjective"
"660","gun",3,4.04,13,24,3,1,"Noun"
"661","guns",4,3.49,9,17,4,1,"Noun"
"662","guts",4,3.08,10,9,4,1,"Noun"
"663","guy",3,4.59,6,28,2,1,"Noun"
"664","guys",4,4.51,4,18,3,1,"Noun"
"665","had",3,4.93,17,34,3,1,"Verb"
"666","hair",4,3.89,5,32,3,1,"Noun"
"667","half",4,4.01,5,18,3,1,"Determiner"
"668","hall",4,3.42,17,33,3,1,"Noun"
"669","hand",4,4.15,9,13,4,1,"Noun"
"670","handle",6,3.74,1,6,5,2,"Verb"
"671","hands",5,4.08,5,5,5,1,"Noun"
"672","handsome",8,3.23,0,1,5,2,"Adjective"
"673","hang",4,3.88,10,21,3,1,"Verb"
"674","hanging",7,3.44,3,4,5,2,"Verb"
"675","happen",6,4.11,0,0,5,2,"Verb"
"676","happy",5,4.23,4,5,4,2,"Adjective"
"677","hard",4,4.2,11,21,4,1,"Adjective"
"678","harder",6,3.19,3,12,5,2,"Adverb"
"679","harm",4,3.21,6,8,4,1,"Noun"
"680","harry",5,3.62,10,12,4,2,"Name"
"681","has",3,4.76,10,25,3,1,"Verb"
"682","hat",3,3.52,20,33,3,1,"Noun"
"683","hate",4,4.04,16,26,3,1,"Verb"
"684","hated",5,3.16,4,16,5,2,"Verb"
"685","hates",5,3.12,9,18,4,1,"Verb"
"686","have",4,5.5,12,16,3,1,"Verb"
"687","haven",5,4.28,1,5,4,2,"Noun"
"688","having",6,4.17,7,5,5,2,"Verb"
"689","he",2,5.59,5,28,2,1,"Pronoun"
"690","head",4,4.28,13,28,3,1,"Noun"
"691","headed",6,3.2,9,11,5,2,"Verb"
"692","heading",7,3.23,7,21,5,2,"Verb"
"693","heads",5,3.34,7,14,4,1,"Noun"
"694","health",6,3.31,2,5,4,1,"Noun"
"695","healthy",7,3.1,1,1,5,2,"Adjective"
"696","hear",4,4.45,17,38,3,1,"Verb"
"697","heard",5,4.3,4,20,3,1,"Verb"
"698","hearing",7,3.36,13,16,5,2,"Verb"
"699","heart",5,4.1,2,15,4,1,"Noun"
"700","hearts",6,3.07,2,5,5,1,"Noun"
"701","heat",4,3.31,11,29,3,1,"Noun"
"702","heaven",6,3.46,3,5,4,2,"Noun"
"703","heavy",5,3.38,2,6,4,2,"Adjective"
"704","held",4,3.34,10,19,4,1,"Verb"
"705","hell",4,4.38,16,35,3,1,"Noun"
"707","help",4,4.67,7,7,4,1,"Verb"
"708","helped",6,3.38,3,3,5,1,"Verb"
"709","helps",5,3.04,2,3,5,1,"Verb"
"710","her",3,5.16,6,18,2,1,"Pronoun"
"711","here",4,5.36,8,38,3,1,"Adverb"
"712","hero",4,3.41,6,7,4,2,"Noun"
"715","hidden",6,3.04,1,2,4,2,"Verb"
"716","hide",4,3.55,10,32,3,1,"Verb"
"717","hiding",6,3.34,5,19,5,2,"Verb"
"718","high",4,4,3,33,2,1,"Adjective"
"719","higher",6,3.15,1,11,3,1,"Adjective"
"720","highly",6,3.03,0,8,4,2,"Adverb"
"721","hill",4,3.28,14,40,3,1,"Noun"
"722","hills",5,3.01,8,25,4,1,"Noun"
"723","him",3,5.25,12,22,3,1,"Pronoun"
"724","hire",4,3.11,11,22,3,1,"Verb"
"725","hired",5,3.23,7,9,4,1,"Verb"
"726","his",3,5.03,6,25,3,1,"Pronoun"
"727","hit",3,4.15,15,31,3,1,"Verb"
"728","hits",4,3.01,11,19,4,1,"Verb"
"729","hitting",7,3.08,3,16,5,2,"Verb"
"730","hold",4,4.35,11,22,4,1,"Verb"
"731","hole",4,3.47,13,37,3,1,"Noun"
"732","holy",4,3.54,2,11,4,2,"Adjective"
"733","home",4,4.6,9,20,3,1,"Adverb"
"734","honest",6,3.57,0,0,5,2,"Adjective"
"735","honey",5,4.19,3,12,4,2,"Noun"
"736","honor",5,3.69,1,3,3,2,"Noun"
"737","hook",4,3.29,12,14,3,1,"Noun"
"738","hope",4,4.21,12,18,3,1,"Verb"
"739","hoping",6,3.41,2,4,5,2,"Verb"
"740","horn",4,3.03,6,18,4,1,"Noun"
"741","horse",5,3.68,6,13,4,1,"Noun"
"742","hot",3,3.99,16,23,3,1,"Adjective"
"743","hotel",5,3.72,1,1,5,2,"Noun"
"744","hour",4,3.92,7,13,2,1,"Noun"
"745","hours",5,4.04,5,7,3,1,"Noun"
"746","house",5,4.42,5,11,3,1,"Noun"
"747","how",3,5.19,16,20,2,1,"Adverb"
"748","huge",4,3.39,2,2,4,1,"Adjective"
"750","hung",4,3.16,7,16,3,1,"Verb"
"751","hunt",4,3.12,8,9,4,1,"Verb"
"752","hurry",5,3.95,3,6,4,2,"Verb"
"753","hurt",4,4.1,5,21,3,1,"Verb"
"754","hurts",5,3.28,1,9,4,1,"Verb"
"755","ice",3,3.61,4,15,2,1,"Noun"
"756","idea",4,4.26,0,0,4,2,"Noun"
"757","ideas",5,3.3,1,1,5,2,"Noun"
"758","idiot",5,3.53,1,1,5,2,"Noun"
"760","ill",3,3.04,2,20,2,1,"Name"
"761","image",5,3.06,0,2,4,2,"Noun"
"762","in",2,5.7,7,14,2,1,"Preposition"
"763","indeed",6,3.32,0,1,5,2,"Adverb"
"764","insane",6,3.3,0,1,5,2,"Adjective"
"765","inside",6,4.03,1,5,5,2,"Adverb"
"766","into",4,4.63,3,3,4,2,"Preposition"
"767","invite",6,3.18,1,4,5,2,"Verb"
"768","is",2,5.66,7,15,2,1,"Verb"
"769","island",6,3.31,1,0,5,2,"Noun"
"770","issue",5,3.24,0,0,3,2,"Noun"
"771","it",2,5.98,6,16,2,1,"Pronoun"
"772","its",3,3.94,0,3,3,1,"Pronoun"
"773","jacket",6,3.23,2,2,5,2,"Noun"
"774","jail",4,3.56,11,31,3,1,"Noun"
"775","jealous",7,3.29,1,1,5,2,"Adjective"
"776","jerk",4,3.23,1,13,3,1,"Noun"
"777","job",3,4.32,14,19,3,1,"Noun"
"778","jobs",4,3.15,8,13,4,1,"Noun"
"779","join",4,3.63,3,9,3,1,"Verb"
"780","joint",5,3.15,3,7,4,1,"Adjective"
"781","joke",4,3.57,7,15,3,1,"Noun"
"782","jokes",5,3.02,5,10,4,1,"Noun"
"783","josh",4,3.02,5,11,3,1,"Name"
"784","journey",7,3.01,1,7,4,2,"Noun"
"785","joy",3,3.16,10,10,2,1,"Noun"
"786","judge",5,3.61,3,4,3,1,"Noun"
"787","juice",5,3.14,1,13,3,1,"Noun"
"788","jump",4,3.55,6,8,4,1,"Verb"
"789","jumped",6,3.03,6,9,5,1,"Verb"
"790","jungle",6,3.06,4,3,5,2,"Noun"
"791","junior",6,3.26,0,0,5,2,"Adjective"
"792","jury",4,3.34,4,2,4,2,"Noun"
"793","just",4,5.38,8,10,4,1,"Adverb"
"794","keep",4,4.55,9,24,3,1,"Verb"
"795","keeping",7,3.42,4,7,5,2,"Verb"
"796","keeps",5,3.43,2,12,4,1,"Verb"
"797","kept",4,3.66,2,8,4,1,"Verb"
"798","key",3,3.65,3,23,2,1,"Noun"
"799","keys",4,3.42,1,27,3,1,"Noun"
"800","kick",4,3.57,10,23,3,1,"Verb"
"801","kicked",6,3.19,6,11,4,1,"Verb"
"802","kid",3,4.24,8,18,3,1,"Noun"
"803","kidding",7,3.83,2,12,5,2,"Verb"
"804","kids",4,4.19,5,6,4,1,"Noun"
"805","kill",4,4.36,13,30,3,1,"Verb"
"806","killed",6,4.17,5,17,4,1,"Verb"
"807","killer",6,3.51,4,16,4,2,"Noun"
"808","killing",7,3.6,6,14,5,2,"Verb"
"809","kills",5,3.01,7,21,4,1,"Verb"
"810","kind",4,4.48,8,13,4,1,"Noun"
"811","kinds",5,3.05,5,5,5,1,"Noun"
"812","king",4,3.82,8,16,3,1,"Noun"
"813","kiss",4,3.79,5,14,3,1,"Verb"
"814","kissed",6,3.16,4,17,4,1,"Verb"
"815","kissing",7,3.08,2,7,5,2,"Verb"
"816","kitchen",7,3.47,0,0,5,2,"Noun"
"817","kitty",5,3.13,2,10,4,2,"Name"
"818","knees",5,3.12,1,27,3,1,"Noun"
"819","knew",4,4.27,3,36,2,1,"Verb"
"820","knife",5,3.38,0,9,3,1,"Noun"
"821","knight",6,3.14,0,30,3,1,"Name"
"822","knock",5,3.52,1,25,3,1,"Verb"
"823","knocked",7,3.1,1,11,4,1,"Verb"
"824","know",4,5.47,4,33,2,1,"Verb"
"825","knowing",7,3.36,1,7,4,2,"Verb"
"826","knowledge",9,3.11,0,1,5,2,"Noun"
"827","known",5,3.8,1,27,3,1,"Verb"
"828","knows",5,4.1,4,25,3,1,"Verb"
"829","lab",3,3.31,14,19,3,1,"Noun"
"830","ladies",6,3.85,0,2,5,2,"Noun"
"831","lady",4,4.04,3,10,4,2,"Noun"
"832","laid",4,3.18,9,33,3,1,"Verb"
"833","lake",4,3.26,16,31,3,1,"Noun"
"834","land",4,3.65,11,16,4,1,"Noun"
"835","lane",4,3.23,18,42,3,1,"Noun"
"836","large",5,3.33,2,5,4,1,"Adjective"
"837","last",4,4.57,14,26,4,1,"Number"
"838","late",4,4.14,17,31,3,1,"Adjective"
"839","lately",6,3.39,0,1,5,2,"Adverb"
"840","later",5,4.17,7,21,4,2,"Adverb"
"841","laugh",5,3.51,0,16,3,1,"Verb"
"842","laughing",8,3.43,0,4,5,2,"Verb"
"843","laughs",6,3.09,0,7,4,1,"Verb"
"844","launch",6,3.01,2,5,4,1,"Verb"
"845","law",3,3.77,12,15,2,1,"Noun"
"846","lawyer",6,3.61,1,3,4,2,"Noun"
"847","lay",3,3.47,17,24,2,1,"Verb"
"848","lead",4,3.63,12,42,3,1,"Verb"
"849","leader",6,3.2,6,20,4,2,"Noun"
"850","leading",7,3.03,8,17,5,2,"Verb"
"851","leads",5,3,8,17,4,1,"Verb"
"852","learn",5,3.78,1,18,3,1,"Verb"
"853","learned",7,3.47,1,10,4,1,"Verb"
"854","learning",8,3.02,1,8,5,2,"Verb"
"855","least",5,4.03,6,14,4,1,"Adverb"
"856","leave",5,4.46,3,21,3,1,"Verb"
"857","leaves",6,3.36,5,11,4,1,"Verb"
"858","leaving",7,3.86,6,9,5,2,"Verb"
"859","led",3,3.09,11,25,3,1,"Verb"
"860","left",4,4.39,5,11,4,1,"Verb"
"861","leg",3,3.46,12,13,3,1,"Noun"
"862","legal",5,3.26,1,1,5,2,"Adjective"
"863","legs",4,3.45,8,11,4,1,"Noun"
"864","less",4,3.75,8,18,3,1,"Adverb"
"865","lesson",6,3.22,2,6,4,2,"Noun"
"866","let",3,5.09,16,22,3,1,"Verb"
"867","letter",6,3.62,6,26,4,2,"Noun"
"868","letters",7,3.28,2,12,5,2,"Noun"
"869","letting",7,3.3,7,17,5,2,"Verb"
"870","level",5,3.42,4,7,4,2,"Noun"
"871","liar",4,3.25,0,16,3,1,"Noun"
"872","license",7,3.21,0,0,5,2,"Noun"
"873","lie",3,3.79,9,30,2,1,"Verb"
"874","lied",4,3.35,7,40,3,1,"Verb"
"875","lies",4,3.28,9,34,3,1,"Noun"
"876","life",4,4.61,9,19,3,1,"Noun"
"877","lift",4,3.24,9,14,4,1,"Verb"
"878","light",5,3.93,7,34,3,1,"Noun"
"879","lights",6,3.46,4,18,4,1,"Noun"
"880","like",4,5.31,12,29,3,1,"Preposition"
"881","liked",5,3.6,4,9,4,1,"Verb"
"882","likely",6,3.12,1,2,5,2,"Adjective"
"883","likes",5,3.59,5,14,4,1,"Verb"
"884","lily",4,3.14,3,13,4,2,"Name"
"885","line",4,4.02,17,34,3,1,"Noun"
"886","lines",5,3.29,16,23,4,1,"Noun"
"887","lips",4,3.2,7,11,4,1,"Noun"
"888","list",4,3.61,12,22,4,1,"Noun"
"889","listen",6,4.44,1,5,4,2,"Verb"
"890","little",6,4.87,0,7,4,2,"Adjective"
"891","live",4,4.24,11,12,3,1,"Verb"
"892","lived",5,3.53,7,4,4,1,"Verb"
"893","lives",5,3.85,10,9,4,1,"Noun"
"894","living",6,3.9,6,6,5,2,"Verb"
"895","load",4,3.17,9,33,3,1,"Noun"
"896","loan",4,3.01,7,31,3,1,"Noun"
"897","local",5,3.33,3,3,5,2,"Adjective"
"898","lock",4,3.46,15,29,3,1,"Verb"
"899","locked",6,3.43,11,17,4,1,"Verb"
"900","lonely",6,3.33,1,0,5,2,"Adjective"
"901","long",4,4.54,7,12,3,1,"Adverb"
"902","longer",6,3.7,4,2,5,2,"Adverb"
"903","look",4,5,11,18,3,1,"Verb"
"904","looked",6,3.79,8,12,4,1,"Verb"
"905","looking",7,4.34,6,9,5,2,"Verb"
"906","looks",5,4.2,7,17,4,1,"Verb"
"907","loose",5,3.33,4,23,3,1,"Adjective"
"908","lord",4,3.85,7,23,4,1,"Noun"
"909","lose",4,3.92,14,31,3,1,"Verb"
"910","loser",5,3.14,6,8,4,2,"Noun"
"911","losing",6,3.44,3,4,5,2,"Verb"
"912","loss",4,3.17,13,17,3,1,"Noun"
"913","lost",4,4.15,12,13,4,1,"Verb"
"914","lot",3,4.46,16,24,3,1,"Noun"
"915","lots",4,3.49,8,11,4,1,"Pronoun"
"916","loud",4,3.31,3,15,3,1,"Adverb"
"917","lousy",5,3.08,2,1,4,2,"Adjective"
"918","love",4,4.75,12,9,3,1,"Verb"
"919","loved",5,3.75,6,7,4,1,"Verb"
"920","lovely",6,3.69,2,1,5,2,"Adjective"
"921","lover",5,3.13,12,8,4,2,"Noun"
"922","loves",5,3.57,8,8,4,1,"Verb"
"923","loving",6,3.11,4,3,5,2,"Verb"
"924","low",3,3.48,16,30,2,1,"Adjective"
"925","lower",5,3.15,10,15,3,1,"Adjective"
"926","luck",4,3.89,11,23,3,1,"Noun"
"927","lucky",5,3.86,3,5,4,2,"Adjective"
"928","lunch",5,3.73,6,7,4,1,"Noun"
"929","lying",5,3.65,3,7,4,2,"Verb"
"930","ma",2,3.98,4,9,2,1,"Name"
"931","machine",7,3.55,0,0,5,2,"Noun"
"932","mad",3,3.76,17,29,3,1,"Adjective"
"933","made",4,4.46,12,30,3,1,"Verb"
"934","magic",5,3.43,1,1,5,2,"Noun"
"935","maid",4,3.07,7,30,3,1,"Noun"
"936","mail",4,3.27,16,46,3,1,"Noun"
"937","main",4,3.34,10,40,3,1,"Adjective"
"938","major",5,3.73,2,5,4,2,"Adjective"
"939","make",4,4.85,17,30,3,1,"Verb"
"940","makes",5,4.09,10,12,4,1,"Verb"
"941","making",6,4.05,4,8,5,2,"Verb"
"942","male",4,3.24,23,46,3,1,"Adjective"
"943","mama",4,3.72,1,5,4,2,"Noun"
"944","man",3,4.97,16,29,3,1,"Noun"
"945","manage",6,3.04,0,0,5,2,"Verb"
"946","many",4,4.26,3,13,4,2,"Determiner"
"947","map",3,3.21,18,25,3,1,"Noun"
"948","march",5,3.09,3,7,4,1,"Name"
"949","mark",4,3.62,13,13,4,1,"Name"
"950","marks",5,3.05,5,9,5,1,"Noun"
"951","marriage",8,3.59,1,1,5,2,"Noun"
"952","married",7,4.09,4,4,5,2,"Adjective"
"953","marry",5,3.73,8,13,4,2,"Verb"
"954","marshall",8,3.12,0,6,5,2,"Name"
"955","mask",4,3,9,7,4,1,"Noun"
"956","master",6,3.65,8,8,5,2,"Noun"
"957","match",5,3.4,8,20,3,1,"Noun"
"958","mate",4,3.17,22,39,3,1,"Noun"
"959","matter",6,4.28,9,19,4,2,"Noun"
"960","matters",7,3.23,5,12,5,2,"Noun"
"961","may",3,4.42,18,23,2,1,"Verb"
"962","maybe",5,4.67,0,2,4,2,"Adverb"
"963","mayor",5,3.2,2,0,4,1,"Noun"
